name,pos,cap_hit,cap_percent,season,team
Kroy Biermann,OLB,4083334,3.07,2014,Atlanta Falcons
Alex Mack,C,4050000,2.55,2016,Atlanta Falcons
Vic Beasley,DE,3953244,2.38,2017,Atlanta Falcons
Brooks Reed,DE,3940000,2.21,2018,Atlanta Falcons
Tyson Jackson,DE,3850000,2.83,2015,Atlanta Falcons
Jake Matthews,LT,3733978,2.74,2015,Atlanta Falcons
Devin Hester,WR,3708333,2.72,2015,Atlanta Falcons
Jack Crawford,DT,3658334,1.93,2019,Atlanta Falcons
Harry Douglas,WR,3645833,2.74,2014,Atlanta Falcons
Jonathan Babineaux,DT,3619791,2.66,2015,Atlanta Falcons
Matt Schaub,QB,3500000,2.1,2017,Atlanta Falcons
Brooks Reed,DE,3440000,2.17,2016,Atlanta Falcons
Ricardo Allen,SS,3375000,1.78,2019,Atlanta Falcons
Jack Crawford,DT,3358333,1.88,2018,Atlanta Falcons
Matt Bosher,P,3355000,2.46,2015,Atlanta Falcons
Chris Lindstrom,G,3340822,1.65,2020,Atlanta Falcons
Matt Bryant,K,3312500,2.49,2014,Atlanta Falcons
Vic Beasley,DE,3294370,2.07,2016,Atlanta Falcons
Ty Sambrailo,RT,3218750,1.7,2019,Atlanta Falcons
Matt Bryant,K,3183333,2,2016,Atlanta Falcons
Brooks Reed,DE,3140000,2.3,2015,Atlanta Falcons
Tyson Jackson,DE,3100000,2.33,2014,Atlanta Falcons
Matt Bryant,K,3083334,1.85,2017,Atlanta Falcons
Jake Matthews,LT,2987182,2.25,2014,Atlanta Falcons
Calvin Ridley,WR,2972921,1.47,2020,Atlanta Falcons
Ben Garland,G,2914000,1.63,2018,Atlanta Falcons
Andy Levitre,G,2875000,2.11,2015,Atlanta Falcons
Chris Chester,G,2800000,2.06,2015,Atlanta Falcons
Jon Asamoah,G,2800000,2.11,2014,Atlanta Falcons
Taylor Gabriel,WR,2746000,1.65,2017,Atlanta Falcons
Matt Bosher,P,2700000,1.62,2017,Atlanta Falcons
Matt Bosher,P,2700000,1.7,2016,Atlanta Falcons
Matt Bosher,P,2700000,1.51,2018,Atlanta Falcons
Chris Lindstrom,G,2674319,1.41,2019,Atlanta Falcons
Jonathan Babineaux,DT,2666668,1.68,2016,Atlanta Falcons
Jonathan Babineaux,DT,2666666,2,2014,Atlanta Falcons
Ryan Schraeder,RT,2653000,1.67,2016,Atlanta Falcons
Vic Beasley,DE,2635496,1.93,2015,Atlanta Falcons
A.J. Terrell,CB,2601045,1.29,2020,Atlanta Falcons
Chris Chester,G,2600000,1.64,2016,Atlanta Falcons
Paul Worrilow,OLB,2553000,1.61,2016,Atlanta Falcons
Levine Toilolo,TE,2500000,1.5,2017,Atlanta Falcons
Keanu Neal,FS,2440374,1.47,2017,Atlanta Falcons
Mohamed Sanu,WR,2400000,1.51,2016,Atlanta Falcons
Matt Schaub,QB,2375000,1.18,2020,Atlanta Falcons
Kaleb McGary,RT,2333123,1.16,2020,Atlanta Falcons
Tyeler Davison,DT,2323333,1.15,2020,Atlanta Falcons
Takkarist McKinley,DE,2321939,1.3,2018,Atlanta Falcons
Ryan Schraeder,RT,2300000,1.38,2017,Atlanta Falcons
Desmond Trufant,CB,2227117,1.63,2015,Atlanta Falcons
Austin Hooper,TE,2218357,1.17,2019,Atlanta Falcons
Justin Durant,OLB,2210416,1.62,2015,Atlanta Falcons
Matt Bryant,K,2166666,1.22,2018,Atlanta Falcons
De'Vondre Campbell,OLB,2166382,1.14,2019,Atlanta Falcons
Luke Stocker,TE,2150000,1.13,2019,Atlanta Falcons
Brian Hill,RB,2133000,1.06,2020,Atlanta Falcons
Adrian Clayborn,DE,2062500,1.51,2015,Atlanta Falcons
Wes Schweitzer,C,2058096,1.08,2019,Atlanta Falcons
Calvin Ridley,WR,1981947,1.11,2018,Atlanta Falcons
Adrian Clayborn,DE,1980000,1.04,2019,Atlanta Falcons
Grady Jarrett,DT,1968964,1.1,2018,Atlanta Falcons
Kemal Ishmael,SS,1953125,1.17,2017,Atlanta Falcons
Keanu Neal,FS,1952299,1.23,2016,Atlanta Falcons
Charles Harris,DE,1943692,0.96,2020,Atlanta Falcons
Kroy Biermann,OLB,1925000,1.41,2015,Atlanta Falcons
Kaleb McGary,RT,1866498,0.98,2019,Atlanta Falcons
Takkarist McKinley,DE,1857551,1.12,2017,Atlanta Falcons
Desmond Trufant,CB,1855870,1.4,2014,Atlanta Falcons
Devin Hester,WR,1833333,1.38,2014,Atlanta Falcons
Andre Roberts,WR,1800000,1.08,2017,Atlanta Falcons
Matt Schaub,QB,1750000,1.1,2016,Atlanta Falcons
Levine Toilolo,TE,1746146,1.1,2016,Atlanta Falcons
O'Brien Schofield,OLB,1700000,1.25,2015,Atlanta Falcons
Justin Bethel,CB,1687500,0.95,2018,Atlanta Falcons
Robert Alford,CB,1682263,1.06,2016,Atlanta Falcons
Gino Gradkowski,C,1542000,1.13,2015,Atlanta Falcons
Bruce Irvin,DE,1500000,0.84,2018,Atlanta Falcons
Terrell McClain,DT,1487500,0.83,2018,Atlanta Falcons
Hayden Hurst,TE,1483275,0.73,2020,Atlanta Falcons
Jacquizz Rodgers,RB,1478750,1.11,2014,Atlanta Falcons
Corey Peters,DT,1468750,1.1,2014,Atlanta Falcons
Ra'Shede Hageman,DE,1455230,0.92,2016,Atlanta Falcons
Robert McClain,CB,1431000,1.08,2014,Atlanta Falcons
Matt Schaub,QB,1405000,0.74,2019,Atlanta Falcons
Courtney Upshaw,DT,1400000,0.88,2016,Atlanta Falcons
Jacob Tamme,TE,1387500,1.02,2015,Atlanta Falcons
LaRoy Reynolds,ILB,1300000,0.78,2017,Atlanta Falcons
Keith Smith,FB,1276666,0.63,2020,Atlanta Falcons
Jake Long,LT,1275000,0.94,2015,Atlanta Falcons
Isaiah Oliver,CB,1264539,0.63,2020,Atlanta Falcons
Deion Jones,ILB,1239719,0.7,2018,Atlanta Falcons
Marlon Davidson,DT,1232089,0.61,2020,Atlanta Falcons
Ra'Shede Hageman,DE,1212691,0.89,2015,Atlanta Falcons
Matt Bosher,P,1168950,0.88,2014,Atlanta Falcons
Eric Weems,WR,1147500,0.72,2016,Atlanta Falcons
Eric Weems,WR,1132500,0.83,2015,Atlanta Falcons
Courtney Upshaw,DT,1131250,0.68,2017,Atlanta Falcons
Justin McCray,G,1075000,0.53,2020,Atlanta Falcons
Jalen Collins,CB,1073194,0.68,2016,Atlanta Falcons
Isaiah Oliver,CB,1053783,0.56,2019,Atlanta Falcons
Josh Harris,LS,1050000,0.52,2020,Atlanta Falcons
Deion Jones,ILB,1033099,0.62,2017,Atlanta Falcons
Kemal Ishmael,SS,1000000,0.56,2018,Atlanta Falcons
Dwight Freeney,OLB,1000000,0.63,2016,Atlanta Falcons
Jalen Collins,CB,986879,0.72,2015,Atlanta Falcons
Tevin Coleman,RB,977939,0.55,2018,Atlanta Falcons
Ra'Shede Hageman,DT,970153,0.73,2014,Atlanta Falcons
Ty Sambrailo,LT,959447,0.54,2018,Atlanta Falcons
Deadrin Senat,DT,954490,0.47,2020,Atlanta Falcons
Jordan Richards,SS,941121,0.53,2018,Atlanta Falcons
Josh Harris,LS,930000,0.49,2019,Atlanta Falcons
Robert Alford,CB,927654,0.68,2015,Atlanta Falcons
Michael Person,G,911666,0.67,2015,Atlanta Falcons
Ito Smith,RB,905218,0.45,2020,Atlanta Falcons
Patrick DiMarco,FB,897500,0.57,2016,Atlanta Falcons
Blidi Wreh-Wilson,CB,887500,0.44,2020,Atlanta Falcons
Josh Harris,LS,880000,0.53,2017,Atlanta Falcons
Tevin Coleman,RB,866311,0.52,2017,Atlanta Falcons
Kendall Sheffield,CB,864197,0.43,2020,Atlanta Falcons
Matt Hennessy,C,862648,0.43,2020,Atlanta Falcons
Josh Harris,LS,860000,0.54,2016,Atlanta Falcons
Christian Blake,WR,850000,0.42,2020,Atlanta Falcons
Isaiah Oliver,CB,843026,0.47,2018,Atlanta Falcons
Justin Hardy,WR,840206,0.47,2018,Atlanta Falcons
Duke Riley,OLB,838938,0.47,2018,Atlanta Falcons
Gabe Carimi,G,832500,0.63,2014,Atlanta Falcons
Deadrin Senat,DT,826490,0.44,2019,Atlanta Falcons
Deion Jones,ILB,826479,0.52,2016,Atlanta Falcons
Austin Hooper,TE,823357,0.46,2018,Atlanta Falcons
Keith Smith,FB,805000,0.42,2019,Atlanta Falcons
Darqueze Dennard,CB,800000,0.4,2020,Atlanta Falcons
John Cominsky,DE,797098,0.39,2020,Atlanta Falcons
Mykal Walker,ILB,796520,0.39,2020,Atlanta Falcons
Sharrod Neasman,FS,790000,0.39,2020,Atlanta Falcons
Russell Gage,WR,789048,0.39,2020,Atlanta Falcons
Foyesade Oluokun,OLB,786657,0.39,2020,Atlanta Falcons
Ty Sambrailo,LT,784633,0.47,2017,Atlanta Falcons
Jaylinn Hawkins,FS,776729,0.38,2020,Atlanta Falcons
Robert Alford,CB,773045,0.58,2014,Atlanta Falcons
De'Vondre Campbell,OLB,771382,0.43,2018,Atlanta Falcons
Steven Means,DE,770000,0.38,2020,Atlanta Falcons
Josh Harris,LS,760000,0.56,2015,Atlanta Falcons
Tevin Coleman,RB,753811,0.47,2016,Atlanta Falcons
Qadree Ollison,RB,752891,0.37,2020,Atlanta Falcons
Matt Gono,LT,752500,0.37,2020,Atlanta Falcons
Justin Hardy,WR,750205,0.45,2017,Atlanta Falcons
Brandon Powell,WR,750000,0.37,2020,Atlanta Falcons
Younghoe Koo,K,750000,0.37,2020,Atlanta Falcons
LaRoy Reynolds,OLB,750000,0.37,2020,Atlanta Falcons
Luke Stocker,TE,750000,0.37,2020,Atlanta Falcons
Tyeler Davison,DT,735000,0.39,2019,Atlanta Falcons
Kenjon Barner,RB,735000,0.39,2019,Atlanta Falcons
Justin Hardy,WR,735000,0.39,2019,Atlanta Falcons
Blidi Wreh-Wilson,CB,735000,0.39,2019,Atlanta Falcons
Kemal Ishmael,SS,735000,0.39,2019,Atlanta Falcons
Austin Hooper,TE,733357,0.44,2017,Atlanta Falcons
Devonta Freeman,RB,721106,0.45,2016,Atlanta Falcons
Blidi Wreh-Wilson,CB,720000,0.4,2018,Atlanta Falcons
Logan Paulsen,TE,720000,0.4,2018,Atlanta Falcons
Sharrod Neasman,S,720000,0.38,2019,Atlanta Falcons
Damontae Kazee,CB,717230,0.38,2019,Atlanta Falcons
John Wetzel,T,705882,0.35,2020,Atlanta Falcons
Patrick DiMarco,FB,697500,0.51,2015,Atlanta Falcons
Austin Pasztor,T,695000,0.42,2017,Atlanta Falcons
Derrick Coleman,FB,690000,0.41,2017,Atlanta Falcons
Ben Garland,G,690000,0.41,2017,Atlanta Falcons
Nick Williams,WR,690000,0.41,2017,Atlanta Falcons
Duke Riley,LB,687438,0.41,2017,Atlanta Falcons
Deadrin Senat,DT,684490,0.38,2018,Atlanta Falcons
Malliciah Goodman,DE,684272,0.5,2015,Atlanta Falcons
Kendall Sheffield,CB,684197,0.36,2019,Atlanta Falcons
De'Vondre Campbell,OLB,681382,0.41,2017,Atlanta Falcons
Philip Wheeler,OLB,680000,0.43,2016,Atlanta Falcons
Grady Jarrett,DT,676963,0.41,2017,Atlanta Falcons
Jacob Tuioti-Mariner,DT,675000,0.33,2020,Atlanta Falcons
LaRoy Reynolds,ILB,675000,0.43,2016,Atlanta Falcons
Jaeden Graham,TE,675000,0.33,2020,Atlanta Falcons
Aldrick Robinson,WR,675000,0.43,2016,Atlanta Falcons
Josh Harris,LS,670834,0.5,2014,Atlanta Falcons
Wes Schweitzer,G,663095,0.37,2018,Atlanta Falcons
Justin Hardy,WR,660205,0.42,2016,Atlanta Falcons
Levine Toilolo,TE,660146,0.48,2015,Atlanta Falcons
Bryce Harris,RT,660000,0.48,2015,Atlanta Falcons
Cliff Matthews,DE,656750,0.49,2014,Atlanta Falcons
T.J. Yates,QB,645000,0.48,2014,Atlanta Falcons
Brian Hill,RB,645000,0.34,2019,Atlanta Falcons
Austin Hooper,TE,643357,0.41,2016,Atlanta Falcons
Josh Wilson,CB,635000,0.48,2014,Atlanta Falcons
Javier Arenas,CB,635000,0.48,2014,Atlanta Falcons
Sterling Hofrichter,P,634435,0.31,2020,Atlanta Falcons
Brian Poole,LB,631168,0.35,2018,Atlanta Falcons
Devonta Freeman,RB,631106,0.46,2015,Atlanta Falcons
Damontae Kazee,SS,627230,0.35,2018,Atlanta Falcons
Tom Compton,T,625000,0.39,2016,Atlanta Falcons
Tevin Coleman,RB,621311,0.46,2015,Atlanta Falcons
John Cominsky,DE,617098,0.33,2019,Atlanta Falcons
Terron Ward,RB,615000,0.37,2017,Atlanta Falcons
Blidi Wreh-Wilson,CB,615000,0.37,2017,Atlanta Falcons
Ricardo Allen,SS,615000,0.37,2017,Atlanta Falcons
Jonathan Massaquoi,DE,612215,0.46,2014,Atlanta Falcons
Eric Saubert,TE,611847,0.34,2018,Atlanta Falcons
Russell Gage,WR,609048,0.32,2019,Atlanta Falcons
Foyesade Oluokun,LB,606657,0.32,2019,Atlanta Falcons
Sean Harlow,G,603576,0.36,2017,Atlanta Falcons
Dwight Lowery,FS,600000,0.45,2014,Atlanta Falcons
Ben Garland,G,600000,0.38,2016,Atlanta Falcons
Taylor Gabriel,WR,600000,0.38,2016,Atlanta Falcons
Kemal Ishmael,SS,596474,0.44,2015,Atlanta Falcons
Sean Renfree,QB,596474,0.44,2015,Atlanta Falcons
Malliciah Goodman,DE,594272,0.45,2014,Atlanta Falcons
Steven Means,DE,592941,0.33,2018,Atlanta Falcons
Dezmen Southward,CB,592708,0.45,2014,Atlanta Falcons
De'Vondre Campbell,OLB,591382,0.37,2016,Atlanta Falcons
Grady Jarrett,DT,586963,0.37,2016,Atlanta Falcons
Ryan Schraeder,RT,585668,0.43,2015,Atlanta Falcons
Paul Worrilow,OLB,585668,0.43,2015,Atlanta Falcons
Phillip Adams,CB,585000,0.43,2015,Atlanta Falcons
Nathan Stupar,OLB,585000,0.43,2015,Atlanta Falcons
Wes Schweitzer,G,573095,0.34,2017,Atlanta Falcons
Qadree Ollison,RB,572891,0.3,2019,Atlanta Falcons
Matt Gono,T,572500,0.3,2019,Atlanta Falcons
Justin Hardy,WR,570205,0.42,2015,Atlanta Falcons
Levine Toilolo,TE,570146,0.43,2014,Atlanta Falcons
Patrick DiMarco,FB,570000,0.43,2014,Atlanta Falcons
Bear Pascoe,TE,570000,0.43,2014,Atlanta Falcons
Eric Weems,WR,570000,0.43,2014,Atlanta Falcons
Marvin Hall,WR,555000,0.31,2018,Atlanta Falcons
Stansly Maponga,OLB,541685,0.41,2014,Atlanta Falcons
Brian Poole,S,541166,0.33,2017,Atlanta Falcons
Devonta Freeman,RB,541106,0.41,2014,Atlanta Falcons
Sharrod Neasman,S,540000,0.32,2017,Atlanta Falcons
Damontae Kazee,CB,537230,0.32,2017,Atlanta Falcons
Ricardo Allen,SS,525000,0.33,2016,Atlanta Falcons
Brian Hill,RB,522352,0.29,2018,Atlanta Falcons
Eric Saubert,TE,521847,0.31,2017,Atlanta Falcons
Russell Gage,WR,519048,0.29,2018,Atlanta Falcons
Bruce Carter,ILB,518824,0.29,2018,Atlanta Falcons
Sharrod Neasman,S,518823,0.29,2018,Atlanta Falcons
Foyesade Oluokun,ILB,516657,0.29,2018,Atlanta Falcons
Nick Williams,WR,510000,0.37,2015,Atlanta Falcons
Kemal Ishmael,SS,506474,0.38,2014,Atlanta Falcons
Grady Jarrett,DT,496963,0.36,2015,Atlanta Falcons
Olamide Zaccheaus,WR,496666,0.26,2019,Atlanta Falcons
Joplo Bartu,OLB,496666,0.37,2014,Atlanta Falcons
Ryan Schraeder,RT,495666,0.37,2014,Atlanta Falcons
Paul Worrilow,ILB,495666,0.37,2014,Atlanta Falcons
Prince Shembo,ILB,495146,0.37,2014,Atlanta Falcons
Jaeden Graham,TE,495000,0.26,2019,Atlanta Falcons
Nathan Stupar,OLB,495000,0.37,2014,Atlanta Falcons
Wes Schweitzer,G,483095,0.3,2016,Atlanta Falcons
Matt Gono,T,482500,0.27,2018,Atlanta Falcons
Ricky Ortiz,FB,480000,0.27,2018,Atlanta Falcons
Jamal Carter,SS,469411,0.25,2019,Atlanta Falcons
Brian Poole,S,451166,0.28,2016,Atlanta Falcons
Joshua Perkins,TE,450833,0.28,2016,Atlanta Falcons
C.J. Goodwin,S,450000,0.28,2016,Atlanta Falcons
Tony Moeaki,TE,447352,0.33,2015,Atlanta Falcons
Harland Gunn,G,435882,0.33,2014,Atlanta Falcons
Terron Ward,RB,435333,0.32,2015,Atlanta Falcons
Robenson Therezie,FS,435000,0.32,2015,Atlanta Falcons
Ricardo Allen,SS,435000,0.32,2015,Atlanta Falcons
Sean Renfree,QB,431474,0.32,2014,Atlanta Falcons
Tyler Starr,OLB,431474,0.32,2014,Atlanta Falcons
Tyler Hall,CB,430588,0.21,2020,Atlanta Falcons
James Stone,C,421333,0.32,2014,Atlanta Falcons
Drew Davis,WR,416647,0.31,2014,Atlanta Falcons
Ahtyba Rubin,DT,397941,0.24,2017,Atlanta Falcons
Charles Godfrey,SS,386471,0.29,2014,Atlanta Falcons
Philip Wheeler,OLB,378529,0.28,2015,Atlanta Falcons
Sean Weatherspoon,ILB,361765,0.22,2017,Atlanta Falcons
Giorgio Tavecchio,K,359117,0.2,2018,Atlanta Falcons
Edmond Robinson,OLB,352944,0.17,2020,Atlanta Falcons
Charles Godfrey,SS,344117,0.25,2015,Atlanta Falcons
Younghoe Koo,K,341470,0.18,2019,Atlanta Falcons
Jonathan Scott,LT,335294,0.25,2014,Atlanta Falcons
Zane Beadles,G,333531,0.19,2018,Atlanta Falcons
Marvin Hall,WR,328236,0.2,2017,Atlanta Falcons
Terron Ward,RB,300823,0.19,2016,Atlanta Falcons
Christian Blake,WR,291176,0.15,2019,Atlanta Falcons
Sharrod Neasman,S,291170,0.18,2016,Atlanta Falcons
Brandon Powell,WR,268235,0.14,2019,Atlanta Falcons
Jacob Tuioti-Mariner,DT,232944,0.12,2019,Atlanta Falcons
Akeem King,SS,230294,0.17,2015,Atlanta Falcons
Laquon Treadwell,WR,220590,0.11,2020,Atlanta Falcons
Shayne Graham,K,206470,0.15,2015,Atlanta Falcons
Ryan Allen,P,189411,0.1,2019,Atlanta Falcons
Deji Olatoye,CB,185294,0.12,2016,Atlanta Falcons
Leon McFadden,CB,182352,0.11,2017,Atlanta Falcons
John Wetzel,G,169411,0.09,2019,Atlanta Falcons
Jon Condo,LS,148236,0.08,2018,Atlanta Falcons
Jamar Taylor,CB,142058,0.07,2019,Atlanta Falcons
Nick Williams,WR,141176,0.09,2016,Atlanta Falcons
Ryan Neal,FS,141175,0.08,2018,Atlanta Falcons
Blidi Wreh-Wilson,CB,119117,0.08,2016,Atlanta Falcons
Justin Zimmer,DT,112940,0.06,2018,Atlanta Falcons
Dashon Goldson,FS,104117,0.07,2016,Atlanta Falcons
Joey Mbu,DT,102353,0.08,2015,Atlanta Falcons
Ahmad Thomas,S,100588,0.05,2019,Atlanta Falcons
Ben Garland,G,90000,0.07,2015,Atlanta Falcons
Tyler Starr,OLB,90000,0.07,2015,Atlanta Falcons
Jeremy Langford,RB,74118,0.04,2018,Atlanta Falcons
Sean Harlow,G,67058,0.04,2019,Atlanta Falcons
Josh Keyes,ILB,61764,0.04,2016,Atlanta Falcons
Austin Larkin,DE,58235,0.03,2019,Atlanta Falcons
D.J. Tialavea,TE,52940,0.03,2016,Atlanta Falcons
Ricardo Allen,FS,49411,0.04,2014,Atlanta Falcons
Delrick Abrams,CB,33582,0.02,2020,Atlanta Falcons
D.J. Tialavea,TE,25588,0.02,2015,Atlanta Falcons
Sean Baker,FS,24705,0.02,2014,Atlanta Falcons
Jerome Smith,RB,24705,0.02,2014,Atlanta Falcons
Jamil Douglas,C,20470,0.01,2017,Atlanta Falcons
Terrence Magee,RT,0,0,2017,Atlanta Falcons
Joe Flacco,QB,24750000,13.71,2018,Baltimore Ravens
Joe Flacco,QB,24550000,15.02,2017,Baltimore Ravens
Joe Flacco,QB,22550000,14.53,2016,Baltimore Ravens
Matt Judon,OLB,16808000,8.49,2020,Baltimore Ravens
Jimmy Smith,CB,15850685,8.44,2019,Baltimore Ravens
Marcus Peters,CB,15000000,7.58,2020,Baltimore Ravens
Joe Flacco,QB,14800000,11.25,2014,Baltimore Ravens
Brandon Williams,DT,14170000,7.55,2019,Baltimore Ravens
Haloti Ngata,DT,14000000,10.64,2014,Baltimore Ravens
Jimmy Smith,CB,13233040,7.33,2018,Baltimore Ravens
Brandon Williams,DT,11174000,5.65,2020,Baltimore Ravens
Ronnie Stanley,LT,10517744,5.6,2019,Baltimore Ravens
Marshal Yanda,G,10125220,5.61,2018,Baltimore Ravens
Calais Campbell,DE,10000000,5.05,2020,Baltimore Ravens
Lardarius Webb,CB,9500000,6.12,2016,Baltimore Ravens
Lardarius Webb,CB,9250000,6.37,2015,Baltimore Ravens
Marshal Yanda,G,9125222,4.86,2019,Baltimore Ravens
C.J. Mosley,ILB,8718000,4.83,2018,Baltimore Ravens
Marshal Yanda,G,8450000,6.42,2014,Baltimore Ravens
Eric Weddle,FS,8250000,4.57,2018,Baltimore Ravens
Mike Wallace,WR,8000000,4.9,2017,Baltimore Ravens
Terrell Suggs,OLB,7800000,5.93,2014,Baltimore Ravens
Marlon Humphrey,CB,7769653,3.93,2020,Baltimore Ravens
Lardarius Webb,CB,7500000,5.7,2014,Baltimore Ravens
Terrell Suggs,OLB,7450000,4.8,2016,Baltimore Ravens
Marcus Peters,CB,7382059,3.93,2019,Baltimore Ravens
Elvis Dumervil,OLB,7375000,4.75,2016,Baltimore Ravens
Elvis Dumervil,OLB,7375000,5.08,2015,Baltimore Ravens
Earl Thomas,FS,7000000,3.73,2019,Baltimore Ravens
Brandon Carr,CB,7000000,3.73,2019,Baltimore Ravens
Brandon Carr,CB,7000000,3.88,2018,Baltimore Ravens
Marshal Yanda,G,6981764,4.81,2015,Baltimore Ravens
Terrell Suggs,OLB,6950000,3.85,2018,Baltimore Ravens
Terrell Suggs,OLB,6950000,4.25,2017,Baltimore Ravens
Brandon Williams,DT,5920000,3.28,2018,Baltimore Ravens
Eric Weddle,FS,5750000,3.52,2017,Baltimore Ravens
Tony Jefferson,SS,5656666,3.13,2018,Baltimore Ravens
Willie Snead,WR,5587941,2.98,2019,Baltimore Ravens
Ronnie Stanley,LT,5586635,3.1,2018,Baltimore Ravens
Willie Snead,WR,5412059,2.73,2020,Baltimore Ravens
Mark Ingram,RB,5333333,2.69,2020,Baltimore Ravens
Yannick Ngakoue,DE,5176470,2.62,2020,Baltimore Ravens
Justin Tucker,K,5100000,2.58,2020,Baltimore Ravens
Justin Tucker,K,5046666,2.8,2018,Baltimore Ravens
John Brown,WR,5000000,2.77,2018,Baltimore Ravens
James Hurst,RT,4750000,2.53,2019,Baltimore Ravens
Justin Tucker,K,4696668,2.5,2019,Baltimore Ravens
Ronnie Stanley,LT,4655529,2.85,2017,Baltimore Ravens
Jeremy Zuttah,C,4607206,2.97,2016,Baltimore Ravens
Steve Smith,WR,4166668,2.69,2016,Baltimore Ravens
Tony Jefferson,SS,4030000,2.47,2017,Baltimore Ravens
Marshal Yanda,G,4010220,2.58,2016,Baltimore Ravens
Sam Koch,P,3950000,2.1,2019,Baltimore Ravens
Terrell Suggs,OLB,3950000,2.72,2015,Baltimore Ravens
Daryl Smith,ILB,3875000,2.67,2015,Baltimore Ravens
Brandon Williams,DT,3820000,2.34,2017,Baltimore Ravens
Jimmy Smith,CB,3750000,1.89,2020,Baltimore Ravens
Eric Weddle,FS,3750000,2.42,2016,Baltimore Ravens
Ronnie Stanley,LT,3724423,2.4,2016,Baltimore Ravens
Jimmy Smith,CB,3600000,2.48,2015,Baltimore Ravens
Sam Koch,P,3550000,1.97,2018,Baltimore Ravens
Mike Wallace,WR,3500000,2.26,2016,Baltimore Ravens
Justin Tucker,K,3500000,2.26,2016,Baltimore Ravens
Jeremy Maclin,WR,3500000,2.14,2017,Baltimore Ravens
Chuck Clark,SS,3418705,1.73,2020,Baltimore Ravens
Elvis Dumervil,OLB,3375000,2.56,2014,Baltimore Ravens
Michael Crabtree,WR,3333333,1.85,2018,Baltimore Ravens
Nick Boyle,TE,3333333,1.78,2019,Baltimore Ravens
Mark Ingram,RB,3333333,1.78,2019,Baltimore Ravens
Marlon Humphrey,CB,3231131,1.72,2019,Baltimore Ravens
Dennis Pitta,TE,3200000,2.06,2016,Baltimore Ravens
Eugene Monroe,LT,3200000,2.43,2014,Baltimore Ravens
Dennis Pitta,TE,3200000,2.43,2014,Baltimore Ravens
Chris Canty,DE,3166666,2.41,2014,Baltimore Ravens
Justin Tucker,K,3106666,1.9,2017,Baltimore Ravens
Sam Koch,P,3100000,1.9,2017,Baltimore Ravens
Sam Koch,P,3100000,2,2016,Baltimore Ravens
Michael Pierce,DT,3095000,1.65,2019,Baltimore Ravens
Patrick Onwuasor,ILB,3095000,1.65,2019,Baltimore Ravens
Derek Wolfe,DT,3000000,1.52,2020,Baltimore Ravens
Brandon Carr,CB,3000000,1.84,2017,Baltimore Ravens
Patrick Ricard,FB,2983333,1.51,2020,Baltimore Ravens
Sam Koch,P,2800000,2.13,2014,Baltimore Ravens
C.J. Mosley,ILB,2796183,1.71,2017,Baltimore Ravens
Marlon Humphrey,CB,2692609,1.49,2018,Baltimore Ravens
Marquise Brown,WR,2678941,1.35,2020,Baltimore Ravens
Lamar Jackson,QB,2583176,1.31,2020,Baltimore Ravens
Kamar Aiken,WR,2553000,1.65,2016,Baltimore Ravens
Austin Howard,RT,2525000,1.55,2017,Baltimore Ravens
Hayden Hurst,TE,2508188,1.34,2019,Baltimore Ravens
L.J. Fort,ILB,2500000,1.26,2020,Baltimore Ravens
Daryl Smith,ILB,2475000,1.88,2014,Baltimore Ravens
Will Hill,SS,2416045,1.66,2015,Baltimore Ravens
Sam Koch,P,2400000,1.65,2015,Baltimore Ravens
C.J. Mosley,ILB,2396728,1.54,2016,Baltimore Ravens
Breshad Perriman,WR,2374177,1.45,2017,Baltimore Ravens
Jimmy Smith,CB,2374176,1.8,2014,Baltimore Ravens
Justin Tucker,K,2356000,1.62,2015,Baltimore Ravens
Benjamin Watson,TE,2250000,1.38,2017,Baltimore Ravens
James Hurst,RT,2250000,1.25,2018,Baltimore Ravens
Patrick Queen,ILB,2211213,1.12,2020,Baltimore Ravens
Steve Smith,WR,2166666,1.65,2014,Baltimore Ravens
Marlon Humphrey,CB,2154087,1.32,2017,Baltimore Ravens
Lamar Jackson,QB,2152646,1.15,2019,Baltimore Ravens
Sam Koch,P,2150000,1.09,2020,Baltimore Ravens
Marquise Brown,WR,2143153,1.14,2019,Baltimore Ravens
Matt Elam,SS,2140997,1.38,2016,Baltimore Ravens
Matt Skura,C,2133000,1.08,2020,Baltimore Ravens
Shareece Wright,CB,2093333,1.35,2016,Baltimore Ravens
Matt Judon,OLB,2088934,1.11,2019,Baltimore Ravens
Za'Darius Smith,OLB,2027788,1.12,2018,Baltimore Ravens
